genes	geneNames	C20_1	C20_2	C20_3	G20_1	G20_2	G20_3	GA20_1	GA20_2	GA20_3	L20_1	L20_2	L20_3	L20_4	L20_5	L20_6	L20_7	L20_8	X20_1	X20_2	X20_3
CIC11T00000005443	 TPS1	10.1233082	10.13042323	10.40737431	9.944917756	9.921083744	9.62775705	9.897943127	9.551703869	9.666209079	9.58605324	9.916934691	9.977239419	9.902766902	9.589991615	9.978004314	9.985124391	10.11685754	10.18327854	10.26361218	10.0671978
CIC11T00000005307	 augustus_masked-chr3-processed-gene-3.77	7.307948684	7.303005835	7.209600115	7.436340201	7.101038631	7.514719652	6.462477234	6.566310783	6.666062029	8.368407577	8.365289016	8.417906424	8.197777621	8.255892585	8.423140934	7.901807239	8.148717347	7.437805632	6.487060688	7.417692199
CIC11T00000000783	 PTC4	7.936924577	7.684963955	7.657486451	6.691085941	6.737101287	7.036088148	7.907843884	7.975805264	8.235264463	8.151345481	7.731913474	7.915277075	7.87918155	8.050532468	7.666548081	7.604059038	7.818905268	7.514210925	7.16132124	7.557748433
CIC11T00000001274	 augustus_masked-chr3-processed-gene-3.61	5.63625962	5.782349796	5.894835457	3.337314296	3.300514621	3.382892265	6.70735528	6.502501698	6.577831093	5.621533196	6.759079052	6.664776069	6.388044476	5.196873357	6.182727165	6.122605766	6.54170633	4.271916009	4.948271264	4.649140142
CIC11T00000003781	 YPR084w	6.099378786	6.114833016	4.99634969	4.746905304	5.317966262	4.770796858	5.33061855	5.732675476	5.854432533	5.742825783	6.102663362	6.033182578	5.956687251	5.386144742	5.967021162	5.653090058	5.902364452	4.600147453	5.530401047	4.999007827
CIC11T00000004765	 augustus_masked-chr3-processed-gene-3.63	6.040457621	6.189801929	6.078615087	5.529101289	5.718375055	5.330794347	5.985772202	6.017632512	5.749372297	5.608685925	5.76850437	5.801231692	5.382682697	5.488227922	5.559563406	5.985210909	5.911957434	5.732176948	5.773350545	5.482980231
CIC11T00000002858	 VMA2	12.3344033	12.33793011	11.95454346	12.7251743	12.36678676	12.21962399	12.46718295	12.03178037	12.02576415	11.95457444	12.41780558	12.41810834	12.26904482	11.96604005	12.28368069	12.44667189	12.46900683	12.37492943	12.37150288	12.21748923
CIC11T00000005084	 ACO2	12.51509051	12.47415843	12.57177496	12.86497246	13.07149092	12.95257523	12.79696378	12.88277825	12.92472926	11.91591514	11.71011475	11.68309409	11.75489796	11.89490803	11.68824265	11.87789382	11.81567843	12.74579196	12.85855126	12.75840586
CIC11T00000004151	 BUD5	7.860123871	7.956336447	8.596379129	7.020980312	7.872488624	7.422245268	8.088878691	8.549190411	8.549250063	7.414255163	6.532795442	6.525708575	6.528173007	7.471699868	6.659451204	6.548478594	6.571853542	8.060087503	8.195850718	8.183975105
CIC11T00000002475	 ECM32	7.05485547	7.283702457	8.039478005	7.60217032	7.716319443	7.823783619	6.873829441	7.135038721	6.918829818	7.013475343	6.102663362	6.345107977	6.376951605	6.918069951	6.308463314	6.350887764	6.425474768	7.666775132	7.435021715	7.516779054
CIC11T00000003554	 GPI17	7.858592456	7.949003816	8.514849393	7.539502991	7.580660832	7.051762431	7.845915188	7.600449251	7.55356459	6.694487137	6.932274421	6.714458129	6.862696263	6.600018622	6.776255114	6.936803689	6.94792248	7.690921835	7.793576281	7.693972097
CIC11T00000001709	 TMA64	6.666763496	6.723911925	6.659275249	7.225864118	6.916131651	6.977771769	6.680348069	6.370056703	6.144469989	6.534271533	7.030306841	7.10198925	7.066606073	6.546358613	7.097827187	7.136299135	7.153198376	6.89506304	6.472095151	6.555802832
CIC11T00000000575	 FBXL7	4.958565192	5.130952992	3.569139677	7.225864118	4.913430893	8.06522047	3.685348718	4.196467344	4.04322503	5.763223648	5.307214819	5.229434756	5.655378412	5.785079466	5.647618212	5.11225049	5.317426572	8.065676057	4.932818655	6.200635068
CIC11T00000001672	 MRPL1	8.498133014	8.288260566	8.310206906	9.268377138	9.13785334	9.114236169	8.13573082	8.001593903	8.084215015	8.152928157	8.359361244	8.417906424	8.306556936	8.161274436	8.52120911	8.516884517	8.337422519	8.63946126	9.301736682	9.132768807
CIC11T00000002347	 augustus_masked-chr3-processed-gene-4.87	9.425637661	9.370942505	8.00810815	7.122094555	6.269671815	7.70837363	9.474878512	9.820887253	9.915229908	10.24789774	10.18889441	10.21943893	10.41641381	10.35631041	10.28138536	10.44403951	10.45522252	7.98424328	7.154422641	7.278261875
CIC11T00000001505	 augustus_masked-chr3-processed-gene-4.88	6.688972526	6.804791791	7.088125909	6.77075448	7.132989555	6.763461992	6.250686927	6.502501698	6.480888288	6.662638528	5.838627995	5.745394458	5.754796489	6.596081284	5.514503467	5.414332455	5.511257621	6.529985472	6.64066655	6.719751272
CIC11T00000001909	 augustus_masked-chr3-processed-gene-4.109	3.197925069	3.454555129	3.853622394	2.226865906	2.929195037	2.493422716	4.098687254	4.215745889	3.891514095	2.888004099	3.042204694	2.694831047	2.68047835	2.833440394	3.050195518	2.906824415	2.949385931	3.130934724	3.371102275	3.401215914
CIC11T00000004550	 GAA1	8.193179678	8.042560624	8.305953828	7.139125098	7.796795078	7.536228589	6.88889815	7.318691993	7.47282516	7.561219276	7.056164557	6.989573782	7.19934452	7.597958139	7.253956217	7.302285137	7.331837041	7.393753086	7.842647859	7.551647066
CIC11T00000005441	 ALT1	11.08648616	10.9628135	10.97853441	10.64362543	10.3564729	10.6127624	10.96355856	10.80597655	10.8948866	10.805137	10.70563629	10.73855534	10.87007635	10.81241722	10.79750524	10.84433849	10.87222764	10.59610583	10.51305072	10.3410951
CIC11T00000000796	 augustus_masked-chr3-processed-gene-4.90	6.780703363	6.733559489	7.004984965	5.460145824	4.774765717	5.765039224	8.463349999	8.384076984	8.192130235	8.247418304	7.493921396	7.400560673	7.531525359	8.433769588	7.471137122	7.311712259	7.659169994	6.855593715	5.576515184	6.49775956
CIC11T00000002984	 URK1	5.43370324	5.616424047	5.655779762	6.678921848	6.448696583	7.006213805	5.99631597	6.332756642	6.099294989	6.117707992	6.222164948	6.045866713	6.108228151	6.470997646	6.102901309	6.016343794	5.873385376	6.019249616	5.879961021	5.734976554
CIC11T00000005690	 cdc28	3.142453012	3.745928864	5.019087898	2.525865345	3.425957033	3.253284655	3.445174176	3.835340697	3.795563096	2.657585675	2.078221908	2.152727805	1.744938241	2.723131337	2.094892373	2.734612885	2.692963912	3.044657876	2.704754057	2.827620051
CIC11T00000002153	 BRG1_2	3.512723597	3.719269103	4.0440495	2.74067748	3.091752192	3.005232435	5.312839114	5.543429149	5.445863926	3.996410815	4.497918049	4.521966531	4.86357767	4.184920368	4.740771761	4.631505896	4.403462307	3.256348624	3.260176703	3.37518808
CIC11T00000000555	 Lrrc8d	5.487595754	5.516554812	4.832293767	3.885383657	4.81501794	3.576855463	5.921649859	5.693449278	5.490654353	4.660609147	5.247813466	5.345054393	5.099553725	4.888543204	5.248424725	5.026272626	5.723811091	4.988782796	5.517695455	5.081893814
CIC11T00000004664	 RVS167_2	2.919499878	3.174718848	3.083510698	3.025100006	3.486943736	3.478357783	3.314026917	3.420848639	3.631519572	4.273526404	3.453552549	3.58204048	3.823840397	4.065779036	3.47600286	3.110270171	3.300517553	3.706538452	3.190041328	3.658806643
CIC11T00000005562	 prtT_2	4.223112255	4.133373337	4.72622034	3.937520178	4.485079321	4.482418402	4.163786903	4.578758419	4.837951013	4.422653801	3.523178545	3.422472269	2.996736416	4.554144318	3.44105942	3.850635642	3.717660309	4.38269822	3.558711487	4.106106594
CIC11T00000003491	 augustus_masked-chr3-processed-gene-4.93	6.201734124	6.233805362	6.48548422	5.632528761	5.185132869	4.871537608	7.82889287	7.529098176	7.33942708	6.573748287	6.913295653	7.148081474	6.559478962	6.483365767	6.804650733	6.56113929	6.488101915	5.708826829	6.046689934	5.882300896
CIC11T00000003010	 augustus_masked-chr3-processed-gene-4.115	3.720529917	3.624208454	3.257708079	2.997726416	3.300514621	3.045633015	3.53241802	3.5570686	3.732350524	4.117115357	4.287297519	4.843725925	4.308083831	4.38544199	4.596669165	4.656154098	4.355603502	2.89954867	2.94193583	3.511698779
CIC11T00000003839	 pth	3.351545651	3.490626973	3.592831327	3.767645396	3.902583579	3.448819333	2.395922082	2.05317317	1.927900817	2.689974	3.149859985	3.285947387	3.690540567	3.068993677	3.185603186	3.264613365	3.233161468	3.225430788	3.758653487	3.29586057
CIC11T00000003847	 PXA2	8.588338842	8.503625738	8.647823828	6.870780109	7.47491199	6.870059719	8.58730458	8.686035893	8.58707252	8.580167212	8.735387112	8.670739075	8.471983671	8.320676527	8.370914461	8.734396328	8.90275817	7.4109789	8.494429359	7.92420699
CIC11T00000002843	 augustus_masked-chr3-processed-gene-4.118	4.642478084	4.541931541	4.832293767	3.723752495	3.972765269	2.902043746	4.078897601	3.990176836	4.010845248	3.084439285	3.540357826	3.787842514	3.316267307	2.764931451	2.88845192	3.518665262	3.57758956	2.956108138	4.177891178	3.610499338
CIC11T00000004159	 Dyrk3	3.283287762	3.111016379	3.776436077	1.818385208	2.456630997	2.212344562	2.35146472	3.509630277	3.235670584	2.613895243	2.078221908	2.581991772	2.204561364	2.601715145	2.421765989	2.360318	1.736954657	2.116830236	2.085434523	2.068422157
CIC11T00000001682	 PEX28	7.090814568	7.098717959	7.411222145	4.993868996	5.417914038	5.267895946	7.157193034	7.579456211	7.536886651	7.11314369	6.370315038	6.362044484	6.108228151	6.667978312	6.246330856	6.672410915	6.53411512	5.850574458	6.478091559	5.783609345
CIC11T00000002351	 ERV41	8.912691774	8.84431173	9.259225279	8.688891338	8.683876643	8.188416055	8.162496489	7.71545602	7.696944757	7.769856459	8.448047953	8.364046669	8.495277422	7.888972201	8.556518067	8.354422566	8.527783454	8.04886927	8.549503083	8.125743829
CIC11T00000002239	 augustus_masked-chr3-processed-gene-4.97	7.359392019	7.51121544	6.758252184	7.806846465	8.184560394	8.119318954	7.697155284	7.781534262	7.800761076	7.026150902	7.147117214	7.143926055	7.125544214	7.099322107	6.781959287	7.404053007	7.440595954	7.058432357	7.096184817	7.029478801
CIC11T00000002797	 SEN1	6.087079505	6.136034015	6.503390316	6.524042303	6.753900413	6.847586185	6.881374872	7.074620568	6.885240092	6.466084218	6.197253509	6.4505911	6.690970746	6.524178562	6.454507961	6.378101138	6.433384801	7.069708695	6.074682589	6.82266045
CIC11T00000000698	 augustus_masked-chr3-processed-gene-4.119	4.833096806	5.240443782	5.144820712	4.019228617	4.23914377	4.394990026	5.066661158	5.222543953	5.375260236	4.409958901	4.68349117	5.002094818	4.844654233	4.668298167	4.821891015	5.257050745	4.914303474	5.322953147	4.674526035	5.076779117
CIC11T00000002634	 CNB1	6.887553249	6.62290265	6.971694262	6.755015612	6.352898153	6.233166736	6.631017378	6.22415232	6.073140247	6.212591167	6.975131404	7.123045129	6.720395215	6.384896962	6.695047604	6.391603969	7.080468076	6.44540899	6.557734439	6.531519573
CIC11T00000002449	 rhlG	9.511455486	9.480833097	9.644503561	6.524042303	7.095185524	6.753726562	9.599859382	9.412257359	9.708995804	9.174531632	9.571535908	9.619782403	9.392527265	8.862794971	9.318825667	9.687581911	9.623158052	7.303205724	7.821742344	7.711182201
CIC11T00000002716	 TUS1	7.159184524	7.417594257	7.732452851	6.687037563	6.852462558	7.301123001	6.54952697	7.373532581	7.129166793	7.35068128	6.767733241	6.796792209	6.739827735	7.217941483	7.087738723	7.205989537	7.241239289	7.12809586	6.73736667	7.144975661
CIC11T00000000514	 sim3	7.599830527	7.484576508	7.351165428	7.585240052	7.563757645	7.198454205	7.347921699	7.123531988	7.089367242	7.852407112	8.242015949	8.169825126	8.160305468	7.761552367	8.206323091	8.442974453	8.27132257	7.346379053	7.823491588	7.588026118
CIC11T00000004281	 RSA3	4.875486948	4.848004791	5.06406186	7.309684395	6.352898153	6.46739587	6.465425699	5.657676252	5.723414552	5.569795037	6.239818799	6.187646796	6.168969758	6.136795866	6.568275087	6.253391614	6.393596249	5.694723851	5.857455399	5.522878393
CIC11T00000005315	 augustus_masked-chr3-processed-gene-4.101	1.700109258	1.179021355	1.963564047	5.074385732	3.12558657	6.165781221	3.1862125	3.235833239	3.268479253	4.158658692	3.649886692	3.596170563	4.099132611	5.364677787	4.149008192	4.034682623	4.241066763	5.968435976	2.704754057	4.140730793
CIC11T00000005809	 TPN1_2	10.85538711	10.71399152	10.40388857	10.85431644	11.00908435	11.06442342	11.14511173	11.11421619	11.32918461	10.72204531	10.19627583	10.11323221	10.41970018	10.91091376	10.39599473	10.34240221	10.52811514	11.22728191	11.04141919	11.18048145
CIC11T00000001123	 BSC5	10.22268477	10.22861215	10.53064378	9.192955127	10.24078973	9.311406388	12.30325547	12.50454319	12.65723566	9.918670813	9.392946553	9.418809988	9.323060323	9.649719143	9.326188639	9.443844378	9.364207659	10.07900517	10.26967336	10.01487053
CIC11T00000000759	 RNA1	9.812131692	9.744336766	9.428250472	10.55891532	10.3421564	10.07819253	9.566053257	9.444501621	9.561109718	9.248771596	9.183000554	9.200667876	9.199213522	9.17267483	9.202910813	9.196348522	9.202456968	9.897874602	10.2054055	9.948215842
CIC11T00000003950	 TOM6	4.722079477	4.663945481	4.927104996	6.012130555	5.161415591	5.158859432	4.163786903	4.137927098	4.678285777	5.338964095	6.186506356	6.247048798	6.108228151	5.251737666	6.182727165	5.873398309	5.619507493	5.134936429	5.625991644	5.383083175
CIC11T00000003844	 POX1	9.817415348	9.841480925	9.999648979	5.905735027	6.090767295	6.52764685	11.59371388	11.59716891	11.75811095	9.96919995	10.16597271	10.10122326	9.610783749	9.432854254	9.674288133	10.07883234	10.03452984	7.198553013	7.527807606	6.960663555
CIC11T00000000348	 augustus_masked-chr3-processed-gene-4.106	7.342363163	7.34495014	7.172053179	5.845430181	6.380072321	6.344891085	6.916295846	7.519292634	7.375450169	7.557141471	7.833220827	7.742761508	7.401012559	7.263855706	7.531014774	7.273786463	7.375920097	6.601821973	6.183862924	6.624389648
CIC11T00000005055	 snap_masked-chr3-processed-gene-5.42	3.275616725	3.388618454	2.33005753	2.557434709	2.832621956	2.09795229	3.314026917	3.649939469	3.542552439	2.81642121	3.38242989	3.239169157	3.465280616	2.9987645	3.561776711	3.754539411	3.233161468	1.921975954	2.951459544	2.016048078
CIC11T00000001842	 PAL1	8.708470695	8.779100566	7.276451071	7.643981586	8.030844076	8.114859613	8.680089936	9.089005318	9.095248476	8.765505919	9.279037264	9.365040999	9.462412007	9.025141584	9.455806992	9.383087688	9.409549213	8.42584448	8.404339464	8.267829697
CIC11T00000000826	 MRP1	9.254988396	9.094545697	8.977519978	10.31473167	10.15907153	9.974666717	8.622282822	8.495980313	8.446645151	9.273821943	9.475834296	9.401055069	9.657722002	9.393867881	9.483072501	9.390337033	9.362021434	9.773876646	10.09537396	9.939298981
CIC11T00000000174	 DBP5	10.01343356	10.02451084	10.2278384	10.58280037	10.49902533	10.2556471	10.08406853	9.725267422	9.779603569	9.503723841	9.944802002	10.01465996	10.18895115	9.774320636	10.21143235	10.25622203	10.1154224	10.33998492	10.20907194	10.07251921
CIC11T00000005355	 augustus_masked-chr3-processed-gene-5.95	7.807487069	7.954871774	7.921470177	8.076993643	7.524671994	7.96497815	7.544271798	7.600449251	7.562780645	8.536806372	9.11521201	9.200667876	9.344470646	8.829611207	9.197027214	9.155921585	9.420187566	8.785861839	7.501942288	8.329793173
CIC11T00000002520	 GEP3	4.170985426	4.103794735	3.765258383	5.256579506	5.395995714	5.356882305	4.320982553	4.509383323	4.206541633	4.293376641	4.190603343	4.234251196	4.308083831	4.50568483	4.260114943	3.88204616	3.962823287	5.224892951	5.098652024	5.255646313
CIC11T00000004452	 trfA	9.201107013	9.253552193	8.117230192	7.573886755	7.532048791	8.548294145	8.387254898	9.383588026	9.864537234	9.602402272	9.513027949	9.48394937	9.843459427	9.874151664	9.939038408	9.546523939	9.420187566	9.53449556	8.543171903	9.297323861
CIC11T00000000784	 SPBC17G9.12c	5.80158692	5.493884082	5.928168725	6.285012265	5.623368965	6.197276725	5.544207779	5.420129513	5.31581274	6.65972378	6.619586708	6.719374468	6.862696263	6.73794309	6.677310282	6.720380075	6.564349156	5.925364845	6.197206424	5.866742479
CIC11T00000003418	 augustus_masked-chr3-processed-gene-5.98	7.124196023	7.071442426	7.328664499	7.232413188	6.723583097	6.881223087	7.538490183	7.344154733	7.302870009	7.241716549	8.366768445	8.463366914	8.346626664	7.467515609	8.451620189	8.442974453	8.229932569	6.861705598	7.280155082	6.844381301
CIC11T00000002402	 augustus_masked-chr3-processed-gene-5.99	2.020662348	1.969204092	1.804083251	2.525865345	1.610856871	2.670545068	1.405332012	1.482020771	1.390893045	3.350316384	3.699229783	3.3320803	3.823840397	3.365172077	3.561776711	3.188325891	3.638354886	2.058153241	1.853334555	1.696550378
CIC11T00000005426	 SPCC757.05c	7.668865994	7.623378617	7.946556009	8.028245302	7.398313956	8.068639525	6.893901418	6.881665981	6.7767161	8.391255537	8.215247693	8.067416303	8.00966546	8.459330164	8.212642259	8.198389092	8.156579987	7.742771195	7.453455692	7.464575118
CIC11T00000005298	 YCR016w	6.213525292	6.21921725	5.480150859	8.456324324	7.132989555	7.324583496	7.3122012	7.000640807	6.478065334	7.061308513	8.518115829	8.381329078	8.875654025	7.260820996	8.681999657	8.516884517	8.583357165	7.015692502	6.943176526	6.624389648
CIC11T00000004820	 TIP120	8.113666881	8.354279543	9.041365422	8.086162304	8.567189493	8.863874137	7.919377629	8.442727977	8.272163612	8.167122402	7.205971554	7.320518869	7.430624608	8.317772763	7.670538067	7.349065058	7.493215244	8.361620106	7.74346259	8.082283948
CIC11T00000003951	 augustus_masked-chr3-processed-gene-5.103	5.892348131	5.935791569	5.809714886	5.317142801	5.503975877	5.356882305	6.898894927	6.845895891	6.921212285	5.621533196	6.312722051	6.089803915	6.517654253	5.750296513	6.362504221	6.267539127	6.564349156	5.859478242	6.109274738	5.901627473
CIC11T00000002964	 LYS4	11.40018873	11.39765285	11.20677198	11.66245094	11.9467411	11.73469416	11.63888539	11.67577464	11.79800066	10.63060473	10.17288273	10.23988203	10.33372684	10.70983764	10.30791551	10.31702534	10.43528869	11.75373529	11.9462577	11.78990021
CIC11T00000001262	 RCE1	3.686798137	3.313787202	4.252864285	3.274619252	3.214188353	2.978025666	3.57904997	3.174752812	3.427853905	3.016989744	3.739787256	3.624249529	3.436008498	2.900559035	3.333963831	2.505796019	2.973970839	2.795248265	3.462157333	2.858250854
CIC11T00000001915	 ZDS1	7.599830527	7.878923208	6.964236758	6.923068383	7.691175486	7.4207488	6.970224879	7.654931432	7.306958713	7.718905353	7.258728676	7.563736947	7.648650371	7.686261411	7.475463342	7.620694158	7.786887365	7.581435138	7.293257039	7.475105893
CIC11T00000001442	 SCS7	8.592749873	8.560124431	8.303824202	8.949078322	8.744877151	9.05435449	8.516820149	8.417596126	8.288367914	9.224338743	9.244662716	9.22525587	9.413177225	9.576567767	9.459236752	9.135390302	9.216661875	9.097857913	8.417826318	8.619351019
CIC11T00000004764	 augustus_masked-chr3-processed-gene-5.121	4.842566887	4.618736433	4.659123857	5.578237163	4.636750487	5.337338026	5.240634147	5.055449596	5.074689861	4.787374934	5.151270508	5.152664761	4.608199045	4.83033064	5.105850594	4.631505896	4.832406235	4.125858269	4.741121636	4.589845283
CIC11T00000005367	 URA5	10.31463683	10.16888298	10.31419998	10.70277455	10.62438025	10.2430838	10.95778428	10.70203766	10.79771703	9.816402365	9.79144081	9.802166518	9.852716116	9.79235406	9.710556617	9.902431396	9.885007255	10.31874887	10.86058371	10.51754403
CIC11T00000001282	 SEC65	8.206381907	8.247420843	8.53217484	8.800257814	8.450287384	8.372798951	8.319446035	7.763856207	7.805751139	8.017659994	8.716656796	8.815801514	8.77680488	7.988601099	8.761648333	8.85664164	8.806534823	8.517217604	8.669906959	8.549570794
CIC11T00000003373	 augustus_masked-chr3-processed-gene-5.123	2.452397041	2.552211825	2.312705247	3.249208353	-0.327132955	3.963966242	3.053353393	3.312765682	3.268479253	7.122897213	6.691751718	6.758372995	6.631103961	7.152207637	6.798996559	6.648090465	6.295599072	3.130934724	0.473857556	2.593831469
CIC11T00000005481	 augustus_masked-chr3-processed-gene-5.124	6.855501369	6.602728823	6.692688493	9.515202922	6.619890918	9.896209697	6.960504088	7.146492956	7.111555789	10.19808847	10.09282952	10.13404159	10.24109588	10.36090774	10.14767745	9.929544185	9.891572542	9.637998895	6.589501635	9.031534426
CIC11T00000002809	 augustus_masked-chr3-processed-gene-5.125	9.928687442	9.975627732	10.04541829	9.445523453	7.153112368	9.92246235	10.95746288	11.02638915	10.9697145	11.20586857	11.26433033	11.27745609	11.22836011	11.18972381	11.18240546	11.22973111	11.24555104	10.82726905	8.513803174	9.861584244
CIC11T00000003008	 snap_masked-chr3-processed-gene-5.59	6.636853714	6.635432631	6.489972163	6.813548168	6.448696583	6.868194424	6.332483303	6.34836194	6.213972461	6.615607008	6.446298584	6.572889948	6.720395215	6.568352871	6.665417852	6.684486468	6.526501917	7.111551546	6.598098964	6.91109793
CIC11T00000001926	 CDC4	9.408876206	9.447528317	8.975974669	8.711306853	8.817984685	8.838547838	9.091790414	9.391823385	9.482127956	9.96415037	9.592511366	9.642140077	9.629180358	9.859158236	9.623208621	9.754218005	9.746472597	9.166293118	8.972477594	9.127828707
CIC11T00000000007	 CDC60	11.45630682	11.39387795	11.34349859	11.94655799	12.42088608	12.38342745	11.43507561	11.65879929	11.78246183	11.06343943	10.20362426	10.24357168	10.37475693	11.0910986	10.33815644	10.44206852	10.40070142	12.08921864	11.92063894	11.8948097
CIC11T00000000655	 SPBC1861.04c	4.188455289	4.415059459	4.872151318	5.905735027	4.971009852	6.611391519	5.841211439	5.989351723	6.089516317	6.645100934	6.28864088	6.401148094	6.399091165	6.664142245	6.294780215	6.092664704	5.940539003	5.423044293	4.380984165	4.886699319
CIC11T00000004549	 TMA23	3.780381811	4.156841805	3.014040039	6.303821867	5.317966262	5.845579133	4.405753183	4.420486383	4.100701101	5.591466116	6.526484788	6.729179275	6.580144003	6.070435788	6.915198437	6.813733276	6.377512108	4.84786586	4.833116405	4.601792929
CIC11T00000005387	 MDM1	5.390649187	5.846752958	5.999042924	5.045352634	5.058480748	5.713864903	4.221269344	4.831481278	4.476550668	6.437673241	5.640341475	5.70992675	5.429950026	6.273747308	5.656276435	5.599722711	5.950001045	5.564554966	4.822432823	5.31296473
CIC11T00000005303	 RRP5	9.280203218	9.328042818	9.665129952	11.15856427	11.03339639	11.43926131	9.140555498	9.404926371	9.178360261	9.522423853	8.477755946	8.484570098	8.808960075	9.633712511	8.814674624	8.465988434	8.599428353	10.49065079	10.06597675	10.35556859
CIC11T00000000461	 ETP1	5.330901456	5.638153023	5.971998439	5.088798778	4.801657972	5.067256149	5.999821608	6.178124575	5.850874555	6.250311231	6.373664338	6.328063	6.132688093	6.450254448	6.139477112	5.985210909	6.141533245	5.338985334	4.912093916	5.419806161
CIC11T00000003302	 YKL033W-A	7.526996204	7.248573113	7.810420287	7.169491728	7.741200393	7.00444548	8.601848885	8.371882345	8.549250063	6.740126255	7.063870582	6.976275902	7.133852367	6.598050694	6.82153919	7.043758609	6.954393531	7.640152119	7.877081748	7.876734289
CIC11T00000005408	 PRS1_2	9.903205805	9.824687476	9.81621456	10.50494531	10.45718417	10.37107708	10.13360317	10.01585778	10.02175447	9.943161819	9.690150115	9.694962202	9.743209131	9.850277975	9.665106563	9.777847297	9.719586237	10.03567487	10.24221894	9.876216783
CIC11T00000002229	 TAF7	5.269918392	5.459542194	4.511662094	5.626546948	6.099355553	6.101670495	4.351516484	5.020893658	5.152711297	5.55671355	4.38115691	4.175827799	4.099132611	5.308746975	4.367497402	4.606665334	4.497080235	5.21934917	4.495736603	4.815074251
CIC11T00000000421	 YPK9	6.306037394	6.509973367	7.253257117	6.515403897	6.90036217	7.312098943	6.139822356	6.366968272	6.577831093	5.815576805	4.628946085	4.381345877	4.308083831	5.795696023	4.45858613	4.346993498	5.059017109	6.427442563	5.584820756	6.318867476
CIC11T00000004083	 snap_masked-chr3-processed-gene-5.64	3.597432136	3.610400207	2.347316051	3.483130549	4.032948123	4.240642301	3.229360739	3.642299892	3.788599779	3.38538598	3.328070398	3.175766462	2.894634377	3.324429876	3.297485575	4.151795304	3.300517553	3.956312197	3.43757117	3.737766542
CIC11T00000000309	 ATO2	11.93413483	11.75980711	12.21530923	8.75542304	8.747737564	9.057213511	12.1352054	12.09823595	12.55375279	11.29589854	11.35679046	11.34949467	10.80308442	10.62540744	10.80600727	11.09112908	11.06803478	9.390901913	10.27621429	9.7320293
CIC11T00000002204	 VTC1	7.957571456	7.732146931	8.003243852	9.238295794	8.45850135	8.408277968	7.871219313	7.084010539	7.234414177	7.916418543	8.066267255	8.15625416	7.740985678	7.760316887	7.854578198	7.995580646	7.850493442	8.422678043	8.88837236	8.301977797
CIC11T00000002960	 snap_masked-chr3-processed-gene-5.88	0.084619388	0.31128473	0.529190524	0.591413023	0.545644393	0.441895096	0.594254306	0.355444631	0.473541086	0.316792549	0.884746246	0.481442026	0.548753861	0.104512721	0.589321953	1.093676746	0.345620158	-0.122723477	0.3437997	0.335866669
CIC11T00000002808	 ANR2	7.816861955	7.746601549	6.826139143	6.409473541	6.497173804	6.46739587	7.727664055	7.920032219	7.944464037	7.758628247	7.572418992	7.729708727	7.348315826	7.376501033	7.634386405	7.244956583	7.315100574	6.824814279	7.012322766	7.074338915
CIC11T00000005813	 PBP1	10.72488539	10.81470301	9.193888231	9.499172925	10.2842106	9.708148371	10.37551335	10.65919105	10.60691024	9.815713865	9.881113921	9.924547519	10.01978175	9.8179308	10.01106905	10.02119563	9.973159926	10.1179809	10.31736645	10.23010009
CIC11T00000002998	 SEC6	6.012098846	6.427393971	7.432982833	5.350260656	6.229111754	5.779091167	6.625478134	7.182798648	6.977733932	5.449873155	5.227746196	5.195557554	5.082035355	5.526331581	5.673514353	5.433413533	5.046140871	6.178166591	5.05431201	5.947469809
CIC11T00000003722	 YJU2	5.425922257	5.436420226	5.769089186	5.356839787	5.064633639	5.465237824	5.852317923	5.913705598	5.965950522	5.534778194	5.713676928	5.909676261	5.626322929	5.637709716	5.824108762	6.031779023	5.873385376	6.06088814	5.292764224	5.635131652
CIC11T00000001874	 snap_masked-chr3-processed-gene-5.70	11.40772521	11.24302952	11.59695954	9.822196909	9.981000911	9.514617148	10.74507804	10.69248766	10.71744	10.87766122	11.22653829	11.18933515	11.12598611	10.91787263	11.16212859	11.04577647	11.07833554	11.20547452	10.86336989	11.06661154
CIC11T00000000873	 DAD1	3.012127432	3.291006338	3.218301057	2.509964438	2.893308478	2.617652551	2.630040154	2.405529345	2.622300848	3.555373205	3.9655394	3.866658043	3.663214358	3.679481519	3.726883329	4.319825898	3.889342151	2.910937681	2.74548759	3.357722267
CIC11T00000000519	 YHR045w	8.00983336	7.819132627	8.40784651	7.66324678	7.931329626	7.653260227	7.163941344	7.031928225	7.151008295	8.083852822	8.089835227	7.992599445	7.854651488	7.95700074	7.861943541	7.995580646	7.9812349	7.925679684	8.167414091	8.106530945
CIC11T00000004692	 CDC1_2	6.087079505	6.183880197	7.154798266	5.656331485	6.372336594	5.596730478	5.723795106	6.062976503	5.969364183	5.243238736	4.812991591	5.169895531	5.366755937	5.012183344	4.867316661	5.471205092	5.12259073	5.365513262	5.658506898	5.428915307
CIC11T00000005250	 CAG1	6.378914521	6.483616182	6.737941127	5.201689616	5.379448639	5.820830514	5.950332384	6.134671385	6.176283641	7.296798364	6.916015553	6.80155465	6.890236043	7.271426292	7.196544246	7.146374418	7.092736732	5.98972236	5.324677032	6.10932147
